aishe_code,name,state,type,nirf_2026,is_qhei,pmvl_category,total_course_fee,avg_placement_lpa,roi_index
U-1315,Savitribai Institute of Technology 315,Delhi,Deemed,315,False,A,185518,4.79,9.9
U-1316,Indian Management Institute 316,Tamil Nadu,State,316,False,A,425991,7.66,9.0
U-1317,Indian Institute of Technology 317,Uttar Pradesh,Deemed,317,False,A,248527,9.98,9.9
U-1318,Jawaharlal Institute of Technology 318,Karnataka,Central,318,True,A,388905,8.05,9.9
U-1319,Global Institute of Technology 319,Delhi,Private,319,False,A,483346,5.07,5.2
U-1320,Ambedkar Institute of Technology 320,Tamil Nadu,Central,320,True,A,503379,7.15,7.1
U-1321,National College of Engineering 321,Delhi,Deemed,321,False,A,460088,6.06,6.6
U-1322,Ambedkar College of Engineering 322,Maharashtra,State,322,False,A,366918,8.72,9.9
U-1323,Jawaharlal College of Engineering 323,Tamil Nadu,Deemed,323,False,A,699810,9.13,6.5
U-1324,Ambedkar College of Engineering 324,Telangana,Deemed,324,False,A,375716,6.03,8.0
U-1325,Savitribai Institute of Technology 325,Delhi,Private,325,False,A,796299,4.22,2.7
U-1326,Jawaharlal Management Institute 326,West Bengal,Central,326,True,A,223842,4.42,9.9
U-1327,Ambedkar Institute of Technology 327,Maharashtra,State,327,False,A,737919,8.76,5.9
U-1328,Savitribai University 328,Uttar Pradesh,Deemed,328,False,A,777494,6.44,4.1
U-1329,Global University 329,Rajasthan,Private,329,False,A,142955,7.35,9.9
U-1330,Imperial University 330,Telangana,Deemed,330,False,A,160649,9.28,9.9
U-1331,Global University 331,Maharashtra,State,331,False,A,403535,4.86,6.0
U-1332,Savitribai College of Engineering 332,Gujarat,Deemed,332,False,A,593937,4.55,3.8
U-1333,Savitribai Medical College 333,Uttar Pradesh,State,333,False,A,118757,5.14,9.9
U-1334,Imperial Institute of Technology 334,Punjab,Central,334,True,A,113678,4.37,9.9
U-1335,Global Institute of Technology 335,Maharashtra,Deemed,335,False,A,362945,9.7,9.9
U-1336,Imperial College of Engineering 336,Gujarat,Deemed,336,False,A,446122,6.29,7.0
U-1337,Ambedkar Medical College 337,Telangana,Private,337,False,A,175852,9.84,9.9
U-1338,Jawaharlal Institute of Technology 338,Tamil Nadu,Private,338,False,A,323246,5.84,9.0
U-1339,Savitribai Institute of Technology 339,Uttar Pradesh,State,339,False,A,159478,4.93,9.9
U-1340,Global Institute of Technology 340,Telangana,Deemed,340,False,A,435897,5.94,6.8
U-1341,Global Management Institute 341,Punjab,Deemed,341,False,A,491598,8.64,8.8
U-1342,National Institute of Technology 342,Gujarat,State,342,False,A,698648,8.99,6.4
U-1343,Savitribai University 343,Delhi,Central,343,True,A,752853,9.89,6.6
U-1344,Imperial Medical College 344,Delhi,Central,344,True,A,290229,7.39,9.9
U-1345,Global Management Institute 345,Tamil Nadu,State,345,False,A,213637,6.63,9.9
U-1346,Global Medical College 346,Telangana,Deemed,346,False,A,318602,8.49,9.9
U-1347,Global Management Institute 347,Gujarat,Private,347,False,A,794421,6.22,3.9
U-1348,Imperial College of Engineering 348,Punjab,Deemed,348,False,A,384971,4.97,6.5
U-1349,Savitribai Medical College 349,Delhi,Central,349,True,A,380871,5.2,6.8
U-1350,Savitribai College of Engineering 350,Maharashtra,Central,350,True,A,789856,7.02,4.4
U-1351,National College of Engineering 351,Rajasthan,State,351,False,A,194182,8.34,9.9
U-1352,Jawaharlal College of Engineering 352,Rajasthan,Private,352,False,A,238759,9.98,9.9
U-1353,Global Institute of Technology 353,Gujarat,Private,353,False,A,522642,5.09,4.9
U-1354,Jawaharlal Institute of Technology 354,Uttar Pradesh,State,354,False,A,285444,5.98,9.9
U-1355,Global College of Engineering 355,Delhi,Central,355,True,A,269799,6.13,9.9
U-1356,Indian Institute of Technology 356,West Bengal,Private,356,False,A,613781,8.09,6.6
U-1357,National Management Institute 357,Gujarat,Private,357,False,A,348246,4.22,6.1
U-1358,Global Institute of Technology 358,West Bengal,State,358,False,A,596333,8.66,7.3
U-1359,Jawaharlal College of Engineering 359,Karnataka,Central,359,True,A,280074,6.63,9.9
U-1360,Ambedkar College of Engineering 360,Rajasthan,Private,360,False,A,350422,7.84,9.9
U-1361,National Institute of Technology 361,Tamil Nadu,Deemed,361,False,A,707332,5.43,3.8
U-1362,Jawaharlal Institute of Technology 362,Uttar Pradesh,State,362,False,A,619107,8.15,6.6
U-1363,Indian University 363,Gujarat,State,363,False,A,521692,8.55,8.2
U-1364,Jawaharlal Management Institute 364,Telangana,Private,364,False,A,786311,5.66,3.6
U-1365,Imperial Management Institute 365,Tamil Nadu,Private,365,False,A,168019,7.36,9.9
U-1366,Imperial Management Institute 366,Maharashtra,State,366,False,A,641247,7.25,5.7
U-1367,Indian Management Institute 367,West Bengal,Private,367,False,A,498180,5.28,5.3
U-1368,Ambedkar Institute of Technology 368,Rajasthan,Central,368,True,A,356980,9.79,9.9
U-1369,Savitribai Management Institute 369,West Bengal,Central,369,True,A,753096,6.27,4.2
U-1370,Jawaharlal Medical College 370,Tamil Nadu,Deemed,370,False,A,487353,6.86,7.0
U-1371,Global College of Engineering 371,Punjab,Private,371,False,A,360101,9.95,9.9
U-1372,Indian Institute of Technology 372,Telangana,Deemed,372,False,A,711082,7.72,5.4
U-1373,Jawaharlal Management Institute 373,Rajasthan,Private,373,False,A,667113,6.82,5.1
U-1374,Indian College of Engineering 374,Gujarat,Central,374,True,A,170985,4.44,9.9
U-1375,Indian College of Engineering 375,Tamil Nadu,Private,375,False,A,606084,9.48,7.8
U-1376,Imperial College of Engineering 376,Gujarat,Deemed,376,False,A,472813,8.85,9.4
U-1377,National Management Institute 377,Tamil Nadu,Private,377,False,A,792378,6.44,4.1
U-1378,Imperial University 378,West Bengal,State,378,False,A,324921,6.94,9.9
U-1379,Savitribai Management Institute 379,Tamil Nadu,Deemed,379,False,A,789659,8.49,5.4
U-1380,Global Management Institute 380,Karnataka,Private,380,False,A,670805,4.11,3.1
U-1381,Jawaharlal Medical College 381,Uttar Pradesh,Central,381,True,A,737381,9.13,6.2
U-1382,Global Institute of Technology 382,Karnataka,Central,382,True,A,613396,9.62,7.8
U-1383,National Institute of Technology 383,Delhi,Private,383,False,A,427233,4.06,4.8
U-1384,Imperial Medical College 384,Rajasthan,Deemed,384,False,A,355481,6.31,8.9
U-1385,Imperial Institute of Technology 385,Telangana,Central,385,True,A,707482,7.91,5.6
U-1386,Global Management Institute 386,Uttar Pradesh,Private,386,False,A,101235,6.19,9.9
U-1387,Jawaharlal University 387,Tamil Nadu,Deemed,387,False,A,148251,4.84,9.9
U-1388,Indian College of Engineering 388,Delhi,Central,388,True,A,467071,8.25,8.8
U-1389,Global Medical College 389,Tamil Nadu,State,389,False,A,404078,7.56,9.4
U-1390,National Management Institute 390,Punjab,Deemed,390,False,A,674583,6.14,4.5
U-1391,Imperial University 391,Telangana,State,391,False,A,704220,7.77,5.5
U-1392,Indian Medical College 392,Maharashtra,Central,392,True,A,608770,5.93,4.9
U-1393,Imperial Medical College 393,Maharashtra,Central,393,True,A,535372,8.76,8.2
U-1394,Ambedkar College of Engineering 394,Maharashtra,Private,394,False,A,475142,6.13,6.5
U-1395,Ambedkar College of Engineering 395,Maharashtra,State,395,False,A,646785,9.35,7.2
U-1396,National Medical College 396,Tamil Nadu,Private,396,False,A,739543,6.32,4.3
U-1397,Jawaharlal Management Institute 397,Rajasthan,State,397,False,A,604648,6.48,5.4
U-1398,Ambedkar College of Engineering 398,Rajasthan,Central,398,True,A,469526,7.35,7.8
U-1399,Global College of Engineering 399,Gujarat,Central,399,True,A,465640,4.42,4.7
U-1400,Ambedkar Management Institute 400,Karnataka,Deemed,400,False,A,529535,5.18,4.9
U-1401,Indian Institute of Technology 401,Rajasthan,Central,401,True,A,158390,6.45,9.9
U-1402,Ambedkar College of Engineering 402,Telangana,Deemed,402,False,A,319752,7.54,9.9
U-1403,Global College of Engineering 403,Karnataka,Private,403,False,A,201160,4.33,9.9
U-1404,National College of Engineering 404,Maharashtra,Private,404,False,A,793593,7.68,4.8
U-1405,Savitribai College of Engineering 405,Telangana,Deemed,405,False,A,168510,4.4,9.9
U-1406,Ambedkar College of Engineering 406,Tamil Nadu,Central,406,True,A,346777,6.19,8.9
U-1407,National Management Institute 407,Rajasthan,Deemed,407,False,A,289174,4.88,8.4
U-1408,Jawaharlal Medical College 408,Telangana,State,408,False,A,649240,4.41,3.4
U-1409,Ambedkar Medical College 409,Karnataka,State,409,False,A,161413,4.69,9.9
U-1410,Ambedkar Institute of Technology 410,Gujarat,State,410,False,A,467557,4.25,4.5
U-1411,Ambedkar Medical College 411,Gujarat,Private,411,False,A,209161,6.35,9.9
U-1412,Ambedkar Management Institute 412,Rajasthan,Deemed,412,False,A,227375,8.62,9.9
U-1413,Indian College of Engineering 413,Karnataka,Deemed,413,False,A,429894,6.29,7.3
U-1414,Jawaharlal College of Engineering 414,West Bengal,Deemed,414,False,A,565146,7.51,6.6
U-1415,Ambedkar University 415,Uttar Pradesh,Deemed,415,False,A,186139,8.31,9.9
U-1416,Imperial Management Institute 416,Karnataka,Central,416,True,A,755665,8.7,5.8
U-1417,Indian College of Engineering 417,Rajasthan,Central,417,True,A,211892,6.63,9.9
U-1418,Jawaharlal College of Engineering 418,Tamil Nadu,Deemed,418,False,A,518854,8.81,8.5
U-1419,Imperial University 419,Delhi,State,419,False,A,573434,6.83,6.0
U-1420,Savitribai College of Engineering 420,Punjab,State,420,False,A,601031,7.21,6.0
U-1421,Ambedkar Management Institute 421,Uttar Pradesh,Central,421,True,A,194686,7.92,9.9
U-1422,Savitribai Management Institute 422,Rajasthan,State,422,False,A,787060,4.16,2.6
U-1423,Savitribai University 423,Karnataka,Deemed,423,False,A,172177,9.06,9.9
U-1424,Savitribai College of Engineering 424,Punjab,Private,424,False,A,352986,7.66,9.9
U-1425,Indian Management Institute 425,Gujarat,Private,425,False,A,387300,6.97,9.0
U-1426,Savitribai College of Engineering 426,Maharashtra,Private,426,False,A,536620,6.59,6.1
U-1427,Jawaharlal College of Engineering 427,Delhi,State,427,False,A,605516,5.86,4.8
U-1428,National College of Engineering 428,Rajasthan,Deemed,428,False,A,675005,7.2,5.3
U-1429,Ambedkar Management Institute 429,Gujarat,Deemed,429,False,A,747946,8.92,6.0
U-1430,Imperial College of Engineering 430,Uttar Pradesh,Central,430,True,A,496143,5.38,5.4
U-1431,Global College of Engineering 431,Karnataka,State,431,False,A,266792,9.47,9.9
U-1432,Jawaharlal Institute of Technology 432,Telangana,Deemed,432,False,A,508857,9.93,9.8
U-1433,Jawaharlal Medical College 433,West Bengal,State,433,False,A,547473,9.17,8.4
U-1434,Indian Management Institute 434,Tamil Nadu,Private,434,False,A,420635,4.61,5.5
U-1435,Imperial College of Engineering 435,Delhi,Central,435,True,A,755497,9.67,6.4
U-1436,National University 436,Delhi,Private,436,False,A,289041,9.87,9.9
U-1437,Global Medical College 437,Maharashtra,Deemed,437,False,A,733606,4.49,3.1
U-1438,National University 438,Gujarat,Central,438,True,A,467177,5.59,6.0
U-1439,Imperial University 439,Delhi,Deemed,439,False,A,133011,5.53,9.9
U-1440,Global Medical College 440,Punjab,Deemed,440,False,A,687303,7.8,5.7
U-1441,Ambedkar Institute of Technology 441,Delhi,Central,441,True,A,424795,5.53,6.5
U-1442,Savitribai Institute of Technology 442,Rajasthan,Deemed,442,False,A,155018,6.77,9.9
U-1443,Savitribai College of Engineering 443,Rajasthan,Deemed,443,False,A,492076,6.27,6.4
U-1444,Ambedkar Institute of Technology 444,Karnataka,Deemed,444,False,A,343865,7.37,9.9
U-1445,Jawaharlal College of Engineering 445,Tamil Nadu,Private,445,False,A,643530,8.57,6.7
U-1446,Global Management Institute 446,West Bengal,State,446,False,A,348885,8.46,9.9
U-1447,Jawaharlal Institute of Technology 447,Maharashtra,Deemed,447,False,A,564641,6.92,6.1
U-1448,Imperial Management Institute 448,Karnataka,State,448,False,A,536554,7.86,7.3
U-1449,Indian Medical College 449,Karnataka,Private,449,False,A,528633,6.06,5.7
U-1450,Savitribai College of Engineering 450,Karnataka,Private,450,False,A,561871,6.73,6.0
U-1451,National Institute of Technology 451,Uttar Pradesh,Deemed,451,False,A,403758,4.79,5.9
U-1452,Ambedkar College of Engineering 452,Tamil Nadu,Deemed,452,False,A,157691,9.88,9.9
U-1453,Ambedkar Institute of Technology 453,Uttar Pradesh,Deemed,453,False,A,660931,8.22,6.2
U-1454,National Institute of Technology 454,Tamil Nadu,Central,454,True,A,659055,7.15,5.4
U-1455,Savitribai Institute of Technology 455,Rajasthan,Private,455,False,A,785062,5.51,3.5
U-1456,Ambedkar Medical College 456,Telangana,Deemed,456,False,A,208368,8.45,9.9
U-1457,National Management Institute 457,Rajasthan,State,457,False,A,374626,9.02,9.9
U-1458,Global Management Institute 458,Uttar Pradesh,Central,458,True,A,552225,7.88,7.1
U-1459,Global Management Institute 459,Gujarat,Central,459,True,A,730470,7.87,5.4
U-1460,Indian Institute of Technology 460,Gujarat,Central,460,True,A,111528,9.58,9.9
U-1461,Jawaharlal Medical College 461,Tamil Nadu,Central,461,True,A,765204,9.08,5.9
U-1462,Imperial College of Engineering 462,Punjab,Central,462,True,A,559882,8.6,7.7
U-1463,National Management Institute 463,Tamil Nadu,Deemed,463,False,A,461959,7.81,8.5
U-1464,Ambedkar Institute of Technology 464,Uttar Pradesh,Deemed,464,False,A,169643,6.23,9.9
U-1465,Savitribai Institute of Technology 465,Maharashtra,Private,465,False,A,187304,5.89,9.9
U-1466,National Management Institute 466,Rajasthan,State,466,False,A,783300,7.12,4.5
U-1467,Global University 467,Gujarat,Private,467,False,A,382291,6.24,8.2
U-1468,Jawaharlal Management Institute 468,Maharashtra,Central,468,True,A,785792,4.88,3.1
U-1469,Savitribai Management Institute 469,Uttar Pradesh,Central,469,True,A,490398,4.14,4.2
U-1470,Indian Management Institute 470,Punjab,Private,470,False,A,315651,6.19,9.8
U-1471,Imperial Medical College 471,Uttar Pradesh,Deemed,471,False,A,342730,8.82,9.9
U-1472,National Medical College 472,Karnataka,Central,472,True,A,326812,9.01,9.9
U-1473,Savitribai Institute of Technology 473,Karnataka,Deemed,473,False,A,566268,5.08,4.5
U-1474,Indian College of Engineering 474,Maharashtra,State,474,False,A,454812,7.16,7.9
U-1475,Indian Management Institute 475,Karnataka,Deemed,475,False,A,790578,6.64,4.2
U-1476,Imperial Management Institute 476,Tamil Nadu,State,476,False,A,696271,5.69,4.1
U-1477,Global Institute of Technology 477,Uttar Pradesh,Private,477,False,A,240917,4.14,8.6
U-1478,Imperial Institute of Technology 478,Telangana,Central,478,True,A,444717,4.95,5.6
U-1479,Jawaharlal University 479,Telangana,Deemed,479,False,A,584311,9.08,7.8
U-1480,Ambedkar College of Engineering 480,Gujarat,Private,480,False,A,483313,7.41,7.7
U-1481,Jawaharlal Management Institute 481,Rajasthan,Deemed,481,False,A,554528,7.23,6.5
U-1482,National Management Institute 482,Delhi,State,482,False,A,487002,9.4,9.7
U-1483,Global College of Engineering 483,Telangana,Deemed,483,False,A,686013,6.28,4.6
U-1484,Global College of Engineering 484,Maharashtra,Deemed,484,False,A,740775,5.84,3.9
U-1485,Ambedkar Management Institute 485,Tamil Nadu,State,485,False,A,364200,8.87,9.9
U-1486,Savitribai Management Institute 486,Punjab,Central,486,True,A,430756,7.78,9.0
U-1487,Jawaharlal University 487,Gujarat,State,487,False,A,533312,8.81,8.3
U-1488,Savitribai University 488,Delhi,Private,488,False,A,687298,5.43,3.9
U-1489,Global University 489,Karnataka,Central,489,True,A,381156,7.36,9.7
U-1490,Global Management Institute 490,Karnataka,Central,490,True,A,120757,9.14,9.9
U-1491,Jawaharlal Management Institute 491,Uttar Pradesh,Deemed,491,False,A,610227,9.31,7.6
U-1492,Global Management Institute 492,Punjab,Central,492,True,A,484855,5.65,5.8
U-1493,Savitribai College of Engineering 493,Tamil Nadu,Private,493,False,A,782355,7.94,5.1
U-1494,Indian Management Institute 494,Telangana,Central,494,True,A,648247,7.63,5.9
U-1495,Imperial University 495,Tamil Nadu,Private,495,False,A,518423,6.2,6.0
U-1496,Savitribai Management Institute 496,West Bengal,State,496,False,A,302874,4.38,7.2
U-1497,National College of Engineering 497,Uttar Pradesh,Central,497,True,A,703611,9.32,6.6
U-1498,National Management Institute 498,Maharashtra,Private,498,False,A,507166,5.26,5.2
U-1499,Savitribai Medical College 499,Telangana,Deemed,499,False,A,387916,9.07,9.9
U-1500,Imperial Institute of Technology 500,West Bengal,Deemed,500,False,A,146028,9.74,9.9
U-1501,Savitribai University 501,Rajasthan,Central,501,True,A,372222,4.93,6.6
U-1502,National Medical College 502,Uttar Pradesh,Deemed,502,False,A,679153,7.9,5.8
U-1503,Ambedkar Management Institute 503,Punjab,Private,503,False,A,504699,6.76,6.7
U-1504,National College of Engineering 504,Maharashtra,State,504,False,A,434454,4.18,4.8
U-1505,Indian Medical College 505,Delhi,Deemed,505,False,A,723450,5.64,3.9
U-1506,Global Management Institute 506,Rajasthan,Deemed,506,False,A,292282,9.3,9.9
U-1507,National Institute of Technology 507,Rajasthan,State,507,False,A,181486,8.66,9.9
U-1508,Ambedkar Institute of Technology 508,Gujarat,Private,508,False,A,690909,8.59,6.2
U-1509,Global Medical College 509,Gujarat,Private,509,False,A,146601,5.9,9.9
U-1510,Global Management Institute 510,Delhi,Central,510,True,A,171933,4.75,9.9
U-1511,Jawaharlal Medical College 511,West Bengal,Central,511,True,A,536916,9.09,8.5
U-1512,Global University 512,Telangana,State,512,False,A,659415,4.14,3.1
U-1513,Jawaharlal Medical College 513,Punjab,Deemed,513,False,A,739778,5.86,4.0
U-1514,Savitribai University 514,Karnataka,Central,514,True,A,762625,7.56,5.0
U-1515,Global Institute of Technology 515,Karnataka,Central,515,True,A,552789,7.23,6.5
U-1516,Savitribai College of Engineering 516,Uttar Pradesh,Deemed,516,False,A,286675,8.42,9.9
U-1517,Imperial Management Institute 517,Gujarat,Central,517,True,A,655970,7.19,5.5
U-1518,Global University 518,Rajasthan,Deemed,518,False,A,766924,8.86,5.8
U-1519,Ambedkar Management Institute 519,Uttar Pradesh,State,519,False,A,312500,5.03,8.0
U-1520,Savitribai Institute of Technology 520,Telangana,Deemed,520,False,A,311972,7.09,9.9
U-1521,Indian University 521,Maharashtra,Central,521,True,A,654579,7.11,5.4
U-1522,National Institute of Technology 522,West Bengal,State,522,False,A,209874,7.86,9.9
U-1523,Imperial Management Institute 523,Rajasthan,Central,523,True,A,240843,8.01,9.9
U-1524,Global College of Engineering 524,Uttar Pradesh,State,524,False,A,680987,6.89,5.1
U-1525,Global College of Engineering 525,Gujarat,Deemed,525,False,A,482691,7.26,7.5
U-1526,Ambedkar Medical College 526,Maharashtra,Central,526,True,A,652958,6.74,5.2
U-1527,Ambedkar Institute of Technology 527,Gujarat,Deemed,527,False,A,442902,6.92,7.8
U-1528,Ambedkar College of Engineering 528,Punjab,Private,528,False,A,752922,9.15,6.1
U-1529,Ambedkar University 529,Karnataka,Deemed,529,False,A,771496,5.12,3.3
U-1530,Indian University 530,Punjab,State,530,False,A,600320,9.26,7.7
U-1531,Imperial College of Engineering 531,Telangana,State,531,False,A,637876,7.22,5.7
U-1532,Savitribai University 532,Punjab,State,532,False,A,309534,7.16,9.9
U-1533,Imperial Institute of Technology 533,Uttar Pradesh,Central,533,True,A,275588,4.85,8.8
U-1534,Savitribai University 534,Maharashtra,Deemed,534,False,A,710927,5.67,4.0
U-1535,Jawaharlal Institute of Technology 535,Telangana,Private,535,False,A,440870,8.5,9.6
U-1536,Global University 536,Uttar Pradesh,Private,536,False,A,737022,7.3,5.0
U-1537,National Institute of Technology 537,Maharashtra,Deemed,537,False,A,109439,7.64,9.9
U-1538,Ambedkar University 538,Punjab,Deemed,538,False,A,656054,7.16,5.5
U-1539,Ambedkar Institute of Technology 539,Punjab,Central,539,True,A,384947,8.99,9.9
U-1540,Savitribai University 540,Delhi,State,540,False,A,392609,8.07,9.9
U-1541,National Institute of Technology 541,Delhi,Deemed,541,False,A,428636,4.46,5.2
U-1542,Ambedkar Medical College 542,Tamil Nadu,Central,542,True,A,129282,8.35,9.9
U-1543,Indian Institute of Technology 543,Karnataka,Private,543,False,A,343157,5.43,7.9
U-1544,Global Management Institute 544,West Bengal,Central,544,True,A,665612,6.15,4.6
U-1545,Savitribai Medical College 545,West Bengal,Deemed,545,False,A,471351,7.07,7.5
U-1546,Indian University 546,Rajasthan,Private,546,False,A,547836,4.96,4.5
U-1547,Jawaharlal University 547,Maharashtra,Private,547,False,A,155614,9.66,9.9
U-1548,Jawaharlal Medical College 548,Uttar Pradesh,Private,548,False,A,779980,4.89,3.1
U-1549,National Management Institute 549,Telangana,Central,549,True,A,709119,4.81,3.4
U-1550,Global University 550,Karnataka,Private,550,False,A,618419,8.27,6.7
U-1551,Jawaharlal College of Engineering 551,Delhi,State,551,False,A,546421,7.15,6.5
U-1552,Ambedkar Institute of Technology 552,Maharashtra,Private,552,False,A,764093,5.54,3.6
U-1553,Ambedkar University 553,Maharashtra,Private,553,False,A,389474,9.16,9.9
U-1554,Jawaharlal College of Engineering 554,Rajasthan,Central,554,True,A,454540,8.93,9.8
U-1555,Imperial Management Institute 555,Delhi,Central,555,True,A,139969,6.55,9.9
U-1556,Jawaharlal Institute of Technology 556,Rajasthan,State,556,False,A,119603,7.78,9.9
U-1557,Savitribai Management Institute 557,Gujarat,Central,557,True,A,765209,6.91,4.5
U-1558,Ambedkar Management Institute 558,Telangana,Central,558,True,A,555860,9.98,9.0
U-1559,Global Medical College 559,Gujarat,Private,559,False,A,578397,6.99,6.0
U-1560,Ambedkar College of Engineering 560,Maharashtra,Private,560,False,A,622005,5.69,4.6
U-1561,Global Institute of Technology 561,Delhi,State,561,False,A,609496,8.87,7.3
U-1562,National Management Institute 562,Tamil Nadu,State,562,False,A,374463,6.83,9.1
U-1563,National Medical College 563,Gujarat,Private,563,False,A,127088,9.48,9.9
U-1564,National Institute of Technology 564,Punjab,Central,564,True,A,192602,8.94,9.9
U-1565,Imperial Management Institute 565,Gujarat,Private,565,False,A,747126,9.35,6.3
U-1566,Ambedkar Institute of Technology 566,West Bengal,State,566,False,A,681115,6.69,4.9
U-1567,National Medical College 567,Rajasthan,Private,567,False,A,177793,5.04,9.9
U-1568,Ambedkar Management Institute 568,Maharashtra,Central,568,True,A,704450,9.72,6.9
U-1569,Global Management Institute 569,Punjab,Deemed,569,False,A,584376,9.45,8.1
U-1570,National Management Institute 570,Tamil Nadu,Central,570,True,A,423596,4.46,5.3
U-1571,Savitribai University 571,Rajasthan,State,571,False,A,773849,9.38,6.1
U-1572,Indian Management Institute 572,Uttar Pradesh,State,572,False,A,589871,8.71,7.4
U-1573,Savitribai Institute of Technology 573,Karnataka,Central,573,True,A,295953,4.82,8.2
U-1574,National University 574,Tamil Nadu,Deemed,574,False,A,415271,8.4,9.9
U-1575,Jawaharlal Management Institute 575,Rajasthan,Deemed,575,False,A,502418,6.45,6.4
U-1576,Imperial Medical College 576,Rajasthan,State,576,False,A,430546,7.76,9.0
U-1577,Global Medical College 577,Delhi,Private,577,False,A,420894,8.3,9.9
U-1578,Indian Medical College 578,Telangana,Deemed,578,False,A,454723,5.11,5.6
U-1579,National University 579,Delhi,State,579,False,A,522680,5.8,5.5
U-1580,Jawaharlal University 580,Tamil Nadu,State,580,False,A,210818,4.84,9.9
U-1581,Savitribai Medical College 581,Gujarat,Deemed,581,False,A,322731,9.24,9.9
U-1582,Global Medical College 582,Punjab,Central,582,True,A,448460,4.28,4.8
U-1583,Savitribai Management Institute 583,Karnataka,Deemed,583,False,A,176556,5.24,9.9
U-1584,Savitribai Management Institute 584,Tamil Nadu,State,584,False,A,566815,5.85,5.2
U-1585,Savitribai Institute of Technology 585,West Bengal,State,585,False,A,234542,9.33,9.9
U-1586,National University 586,Tamil Nadu,Deemed,586,False,A,637424,4.38,3.4
U-1587,Ambedkar University 587,Rajasthan,Deemed,587,False,A,613486,8.08,6.6
U-1588,National Management Institute 588,Telangana,State,588,False,A,697683,6.71,4.8
U-1589,Global Management Institute 589,Gujarat,Central,589,True,A,221424,9.32,9.9
U-1590,Indian Medical College 590,Rajasthan,Central,590,True,A,366519,8.6,9.9
U-1591,National Institute of Technology 591,Delhi,Central,591,True,A,183189,4.06,9.9
U-1592,Jawaharlal Management Institute 592,Punjab,Deemed,592,False,A,465888,6.04,6.5
U-1593,Ambedkar Institute of Technology 593,West Bengal,Deemed,593,False,A,391216,5.16,6.6
U-1594,Ambedkar Management Institute 594,Karnataka,Central,594,True,A,361640,7.25,9.9
U-1595,Imperial Management Institute 595,West Bengal,Deemed,595,False,A,628119,4.19,3.3
U-1596,Ambedkar Management Institute 596,Punjab,Private,596,False,A,684230,8.41,6.1
U-1597,Imperial College of Engineering 597,Rajasthan,Deemed,597,False,A,101474,8.63,9.9
U-1598,Savitribai Medical College 598,Delhi,State,598,False,A,107670,8.15,9.9
U-1599,Savitribai Medical College 599,Rajasthan,Central,599,True,A,495164,7.4,7.5
U-1600,Indian Institute of Technology 600,Delhi,Central,600,True,A,705587,9.32,6.6
U-1601,Savitribai Institute of Technology 601,Rajasthan,Private,601,False,A,626716,4.11,3.3
U-1602,Jawaharlal Institute of Technology 602,Gujarat,Deemed,602,False,A,456543,8.9,9.7
U-1603,Ambedkar Medical College 603,Maharashtra,State,603,False,A,390105,8.93,9.9
U-1604,National Institute of Technology 604,Maharashtra,Central,604,True,A,303636,7.73,9.9
U-1605,Savitribai Management Institute 605,Delhi,Deemed,605,False,A,735113,7.62,5.2
U-1606,Global Management Institute 606,Tamil Nadu,Deemed,606,False,A,669118,8.72,6.5
U-1607,National University 607,Telangana,Deemed,607,False,A,279610,4.44,7.9
U-1608,Jawaharlal Institute of Technology 608,Maharashtra,State,608,False,A,515094,6.29,6.1
U-1609,Jawaharlal Institute of Technology 609,West Bengal,State,609,False,A,476860,4.99,5.2
U-1610,Imperial University 610,Telangana,Private,610,False,A,288163,4.13,7.2
U-1611,Imperial Management Institute 611,Telangana,Private,611,False,A,655862,5.19,4.0
U-1612,Global Management Institute 612,West Bengal,Private,612,False,A,616909,9.0,7.3
U-1613,Global Management Institute 613,Maharashtra,State,613,False,A,288034,5.32,9.2
U-1614,National Medical College 614,Uttar Pradesh,Private,614,False,A,785146,5.7,3.6
U-1615,Imperial Institute of Technology 615,Delhi,Central,615,True,A,426729,7.97,9.3
U-1616,Global College of Engineering 616,Uttar Pradesh,Private,616,False,A,403064,9.25,9.9
U-1617,Ambedkar Institute of Technology 617,Maharashtra,Deemed,617,False,A,236506,9.86,9.9
U-1618,Indian Medical College 618,Maharashtra,Deemed,618,False,A,275484,8.11,9.9
U-1619,National Medical College 619,West Bengal,Private,619,False,A,723800,5.01,3.5
U-1620,Ambedkar University 620,Uttar Pradesh,Private,620,False,A,409633,7.74,9.4
U-1621,Global University 621,Uttar Pradesh,Deemed,621,False,A,519233,4.76,4.6
U-1622,Jawaharlal University 622,Punjab,Central,622,True,A,629393,8.75,6.9
U-1623,Global Institute of Technology 623,Telangana,Deemed,623,False,A,371672,9.32,9.9
U-1624,Jawaharlal University 624,Maharashtra,Deemed,624,False,A,307045,5.19,8.5
U-1625,Ambedkar Management Institute 625,Gujarat,Deemed,625,False,A,522088,8.86,8.5
U-1626,Global University 626,Punjab,Deemed,626,False,A,421723,6.19,7.3
U-1627,Indian College of Engineering 627,Delhi,State,627,False,A,151043,9.89,9.9
U-1628,Jawaharlal College of Engineering 628,Gujarat,Deemed,628,False,A,673239,7.38,5.5
U-1629,Imperial Medical College 629,Gujarat,Central,629,True,A,329226,6.23,9.5
U-1630,Imperial College of Engineering 630,Punjab,Central,630,True,A,498616,5.45,5.5
U-1631,Global Management Institute 631,Rajasthan,Private,631,False,A,155399,5.53,9.9
